,name,dob,nat,score,events,environment,race,date,performance,place
0,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,04 DEC 2016,1:57.20,Canberra (AUS)
1,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,16 DEC 2017,1:55.34,Sydney (AUS)
2,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,09 DEC 2018,1:52.82,Cairns (AUS)
3,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,07 APR 2019,1:52.08,Sydney (AUS)
4,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,08 MAR 2020,1:51.92,"SOPAC, Sydney (AUS)"
5,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,17 APR 2021,1:51.99,"Hutsell-Rosen Track, Auburn, AL (USA)"
6,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,800 Metres,23 APR 2022,1:50.85,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)"
7,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,03 DEC 2016,3:59.33,Canberra (AUS)
8,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,28 OCT 2017,3:55.94,Sydney (AUS)
9,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,29 NOV 2018,3:53.55,Sydney (AUS)
10,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,26 JUN 2019,3:52.07,Townsville (AUS)
11,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,22 FEB 2020,3:55.33,"SOPAC, Sydney (AUS)"
12,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,09 APR 2021,3:46.80,"Audrey J. Walton Stadium, Warrensburg, MO (USA)"
13,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,1500 Metres,22 APR 2022,3:46.50,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)"
14,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,One Mile,21 DEC 2019,4:19.58,"The Crest Athletics Centre, Sydney (AUS)"
15,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,One Mile,22 JAN 2022,4:10.84,"Lied Recreation Center, Ames, IA (USA)"
16,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,3000 Metres,12 NOV 2016,8:54.54,Sydney (AUS)
17,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,3000 Metres,11 NOV 2017,8:43.78,Sydney (AUS)
18,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,3000 Metres,10 NOV 2018,8:37.26,Sydney (AUS)
19,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,3000 Metres,21 SEP 2019,8:53.43,"SOPAC, Sydney (AUS)"
20,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Outdoor,Distance Medley Relay,30 APR 2022,9:50.52,"Drake Stadium, Des Moines, IA (USA)"
21,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Indoor,800 Metres,29 DEC 2016,1:57.96,"New York, NY (USA)"
22,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Indoor,800 Metres,26 FEB 2021,1:51.22,"Randal Tyson Indoor Center, Fayetteville, AR (USA)"
23,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Indoor,800 Metres,29 JAN 2022,1:50.40,"Randal Tyson Indoor Center, Fayetteville, AR (USA)"
24,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Indoor,One Mile,05 FEB 2021,4:09.97,"Randal Tyson Indoor Center, Fayetteville, AR (USA)"
25,Angus BEER,12 JAN 2002,AUS,1004,1500m [Mile ind.],Indoor,One Mile,25 FEB 2022,4:05.43,"Gilliam Indoor Track, College Station, TX (USA)"
26,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,800 Metres,28 MAY 2017,1:56.07,Dublin (IRL)
27,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,800 Metres,13 AUG 2020,1:52.46,"Mary Peters Track, Belfast (GBR)"
28,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,800 Metres,04 AUG 2021,1:51.25,"Mary Peters Track, Belfast (GBR)"
29,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,1500 Metres,27 JUN 2014,3:58.85,Leixlip (IRL)
30,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,1500 Metres,27 JUN 2017,3:52.62,Stretford (GBR)
31,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,1500 Metres,13 JUN 2018,3:52.20,Watford (GBR)
32,Jonny WHAN,10 FEB 1997,IRL,1004,1500m [Mile],Outdoor,1500 Metres,29 JUN 2019,3:53.14,Watford (GBR)
