,name,dob,nat,score,events,environment,race,date,performance,place
0,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,400 Metres,01 SEP 2017,51.03,Bergen (NOR)
1,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,16 SEP 2015,1:52.60,Oslo (NOR)
2,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,11 JUN 2016,1:51.07,Nadderud (NOR)
3,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,24 AUG 2017,1:49.40,"Letzigrund, Zürich (SUI)"
4,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,30 JUN 2020,1:46.44,"Bislett Stadion, Oslo (NOR)"
5,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,08 JUN 2022,1:47.22,"Fana Stadion, Bergen (NOR)"
6,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,1500 Metres,20 SEP 2014,4:05.49,Sandnes (NOR)
7,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,1500 Metres,30 JUL 2015,3:48.37,"Olympiastadion, Stockholm (SWE)"
8,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,1500 Metres,09 JUN 2016,3:42.44,"Bislett Stadion, Oslo (NOR)"
9,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,1500 Metres,18 JUN 2017,3:39.92,"Olympiastadion, Stockholm (SWE)"
10,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,1500 Metres,20 JUL 2018,3:31.18,"Stade Louis II, Monaco (MON)"
11,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1472,"1500m [1500m ind.,Mile]",Outdoor,1500 Metres,05 JUL 2019,3:30.16,"Stade Olympique de la Pontaise, Lausanne (SUI)"
